order_number,line_number,product_id,quantity,unit_price,line_amount,op,change_ts,_ingested_at
500246,1,4013,50,658.18,32909.0,I,2026-07-20 09:30:23-05:00,2026-07-21T06:15:00Z
500246,2,4045,10,474.25,4742.5,I,2026-07-20 07:14:53-05:00,2026-07-21T06:15:00Z
500246,3,4059,25,461.8,11545.0,I,2026-07-20 09:40:16-05:00,2026-07-21T06:15:00Z
500249,1,4017,2,615.12,1230.24,I,2026-07-20 13:19:21-05:00,2026-07-21T06:15:00Z
500249,2,4041,2,369.45,738.9,I,2026-07-20 18:49:04-05:00,2026-07-21T06:15:00Z
500252,1,4011,5,391.91,1959.55,I,2026-07-20 22:48:25-05:00,2026-07-21T06:15:00Z
500252,2,4016,1,549.59,549.59,I,2026-07-20 04:03:41-05:00,2026-07-21T06:15:00Z
500256,1,4056,2,351.68,703.36,I,2026-07-20 07:30:10-05:00,2026-07-21T06:15:00Z
500256,2,4033,2,169.48,338.96,I,2026-07-20 14:43:47-05:00,2026-07-21T06:15:00Z
500256,3,4060,5,143.54,717.7,I,2026-07-20 10:28:46-05:00,2026-07-21T06:15:00Z
500260,1,4054,2,639.83,1279.66,I,2026-07-20 16:42:33-05:00,2026-07-21T06:15:00Z
500260,2,4016,10,549.59,5495.9,I,2026-07-20 11:18:38-05:00,2026-07-21T06:15:00Z
500260,3,4059,5,461.8,2309.0,I,2026-07-20 11:44:17-05:00,2026-07-21T06:15:00Z
500260,4,4022,5,609.94,3049.7,I,2026-07-20 05:38:31-05:00,2026-07-21T06:15:00Z
500260,5,4016,1,549.59,549.59,I,2026-07-20 19:06:21-05:00,2026-07-21T06:15:00Z
500261,1,4048,1,550.83,550.83,I,2026-07-20 21:38:34-05:00,2026-07-21T06:15:00Z
500261,2,4060,25,143.54,3588.5,I,2026-07-20 03:18:30-05:00,2026-07-21T06:15:00Z
500264,1,4058,1,236.27,236.27,I,2026-07-20 06:59:52-05:00,2026-07-21T06:15:00Z
500264,2,4051,2,252.75,505.5,I,2026-07-20 07:41:29-05:00,2026-07-21T06:15:00Z
500266,1,4059,25,461.8,11545.0,I,2026-07-20 16:00:30-05:00,2026-07-21T06:15:00Z
500266,2,4045,25,474.25,11856.25,I,2026-07-20 08:53:02-05:00,2026-07-21T06:15:00Z
500266,3,4035,10,189.73,1897.3,I,2026-07-20 08:29:44-05:00,2026-07-21T06:15:00Z
500266,4,4006,10,318.05,3180.5,I,2026-07-20 12:14:09-05:00,2026-07-21T06:15:00Z
500269,1,4054,10,639.83,6398.3,I,2026-07-20 18:29:49-05:00,2026-07-21T06:15:00Z
500269,2,4002,10,53.65,536.5,I,2026-07-20 22:19:09-05:00,2026-07-21T06:15:00Z
500273,1,4027,1,45.18,45.18,I,2026-07-20 20:31:16-05:00,2026-07-21T06:15:00Z
500273,2,4005,2,214.31,428.62,I,2026-07-20 16:20:54-05:00,2026-07-21T06:15:00Z
500273,3,4005,2,214.31,428.62,I,2026-07-20 12:53:23-05:00,2026-07-21T06:15:00Z
500273,4,4009,5,378.73,1893.65,I,2026-07-20 22:29:44-05:00,2026-07-21T06:15:00Z
500273,5,4026,5,360.6,1803.0,I,2026-07-20 02:10:24-05:00,2026-07-21T06:15:00Z
500275,1,4019,10,509.4,5094.0,I,2026-07-20 06:59:36-05:00,2026-07-21T06:15:00Z
500276,1,4026,10,360.6,3606.0,I,2026-07-20 17:00:28-05:00,2026-07-21T06:15:00Z
500276,2,4054,1,639.83,639.83,I,2026-07-20 19:47:50-05:00,2026-07-21T06:15:00Z
500276,3,4005,2,214.31,428.62,I,2026-07-20 18:45:43-05:00,2026-07-21T06:15:00Z
500280,1,4015,5,398.82,1994.1,I,2026-07-20 10:54:58-05:00,2026-07-21T06:15:00Z
500280,2,4024,5,192.96,964.8,I,2026-07-20 04:21:51-05:00,2026-07-21T06:15:00Z
500280,3,4029,2,54.95,109.9,I,2026-07-20 17:20:28-05:00,2026-07-21T06:15:00Z
500280,4,4046,10,235.48,2354.8,I,2026-07-20 06:13:15-05:00,2026-07-21T06:15:00Z
500282,1,4018,10,726.3,7263.0,I,2026-07-20 19:43:05-05:00,2026-07-21T06:15:00Z
500285,1,4021,1,879.08,879.08,I,2026-07-20 22:01:10-05:00,2026-07-21T06:15:00Z
500285,2,4059,1,461.8,461.8,I,2026-07-20 23:27:00-05:00,2026-07-21T06:15:00Z
500286,1,4022,10,609.94,6099.4,I,2026-07-20 07:14:11-05:00,2026-07-21T06:15:00Z
500286,2,4052,25,66.74,1668.5,I,2026-07-20 11:27:08-05:00,2026-07-21T06:15:00Z
500286,3,4034,5,312.66,1563.3,I,2026-07-20 14:51:19-05:00,2026-07-21T06:15:00Z
500290,1,4011,2,391.91,783.82,I,2026-07-20 14:01:17-05:00,2026-07-21T06:15:00Z
500291,1,4056,10,351.68,3516.8,I,2026-07-20 09:53:13-05:00,2026-07-21T06:15:00Z
500291,2,4037,25,362.73,9068.25,I,2026-07-20 22:48:47-05:00,2026-07-21T06:15:00Z
500293,1,4014,25,286.38,7159.5,I,2026-07-20 21:19:28-05:00,2026-07-21T06:15:00Z
500296,1,4048,5,550.83,2754.15,I,2026-07-20 13:40:44-05:00,2026-07-21T06:15:00Z
500296,2,4012,2,295.52,591.04,I,2026-07-20 08:22:36-05:00,2026-07-21T06:15:00Z
500297,1,4058,2,236.27,472.54,I,2026-07-20 21:58:34-05:00,2026-07-21T06:15:00Z
500297,2,4051,1,252.75,252.75,I,2026-07-20 14:30:56-05:00,2026-07-21T06:15:00Z
500297,3,4033,1,169.48,169.48,I,2026-07-20 04:55:44-05:00,2026-07-21T06:15:00Z
500297,4,4056,10,351.68,3516.8,I,2026-07-20 14:03:53-05:00,2026-07-21T06:15:00Z
500298,1,4004,10,581.59,5815.9,I,2026-07-20 12:39:50-05:00,2026-07-21T06:15:00Z
500298,2,4033,1,169.48,169.48,I,2026-07-20 01:04:52-05:00,2026-07-21T06:15:00Z
500298,3,4014,2,286.38,572.76,I,2026-07-20 11:14:19-05:00,2026-07-21T06:15:00Z
500298,4,4055,10,490.56,4905.6,I,2026-07-20 19:55:42-05:00,2026-07-21T06:15:00Z
500300,1,4025,2,121.46,242.92,I,2026-07-20 15:07:04-05:00,2026-07-21T06:15:00Z
500300,2,4059,1,461.8,461.8,I,2026-07-20 15:35:20-05:00,2026-07-21T06:15:00Z
500303,1,4050,2,354.1,708.2,I,2026-07-20 11:34:12-05:00,2026-07-21T06:15:00Z
500303,2,4033,50,169.48,8474.0,I,2026-07-20 21:59:52-05:00,2026-07-21T06:15:00Z
500307,1,4052,2,66.74,133.48,I,2026-07-20 19:20:28-05:00,2026-07-21T06:15:00Z
500307,2,4059,1,461.8,461.8,I,2026-07-20 20:05:06-05:00,2026-07-21T06:15:00Z
500307,3,4028,25,20.05,501.25,I,2026-07-20 18:22:22-05:00,2026-07-21T06:15:00Z
500307,4,4017,1,615.12,615.12,I,2026-07-20 17:51:01-05:00,2026-07-21T06:15:00Z
500307,5,4003,5,557.28,2786.4,I,2026-07-20 23:15:18-05:00,2026-07-21T06:15:00Z
500308,1,4043,25,196.26,4906.5,I,2026-07-20 13:43:24-05:00,2026-07-21T06:15:00Z
500308,2,4004,25,581.59,14539.75,I,2026-07-20 10:23:43-05:00,2026-07-21T06:15:00Z
500308,3,4051,2,252.75,505.5,I,2026-07-20 22:08:06-05:00,2026-07-21T06:15:00Z
500309,1,4019,50,509.4,25470.0,I,2026-07-20 04:36:28-05:00,2026-07-21T06:15:00Z
500309,2,4029,10,54.95,549.5,I,2026-07-20 07:06:44-05:00,2026-07-21T06:15:00Z
500313,1,4014,5,286.38,1431.9,I,2026-07-20 10:37:35-05:00,2026-07-21T06:15:00Z
500313,2,4038,2,465.24,930.48,I,2026-07-20 05:48:25-05:00,2026-07-21T06:15:00Z
500313,3,4054,2,639.83,1279.66,I,2026-07-20 12:53:42-05:00,2026-07-21T06:15:00Z
500313,4,4049,1,732.87,732.87,I,2026-07-20 22:52:16-05:00,2026-07-21T06:15:00Z
500313,5,4036,50,296.75,14837.5,I,2026-07-20 02:56:06-05:00,2026-07-21T06:15:00Z
500314,1,4008,50,88.86,4443.0,I,2026-07-20 14:22:31-05:00,2026-07-21T06:15:00Z
500314,2,4052,25,66.74,1668.5,I,2026-07-20 19:11:55-05:00,2026-07-21T06:15:00Z
500314,3,4015,25,398.82,9970.5,I,2026-07-20 10:04:39-05:00,2026-07-21T06:15:00Z
500314,4,4050,50,354.1,17705.0,I,2026-07-20 15:06:30-05:00,2026-07-21T06:15:00Z
500316,1,4048,5,550.83,2754.15,I,2026-07-20 07:04:55-05:00,2026-07-21T06:15:00Z
500316,2,4039,2,165.95,331.9,I,2026-07-20 09:03:29-05:00,2026-07-21T06:15:00Z
500316,3,4005,50,214.31,10715.5,I,2026-07-20 06:20:19-05:00,2026-07-21T06:15:00Z
500317,1,4050,5,354.1,1770.5,I,2026-07-20 17:04:18-05:00,2026-07-21T06:15:00Z
500317,2,4036,2,296.75,593.5,I,2026-07-20 06:17:20-05:00,2026-07-21T06:15:00Z
500321,1,4026,10,360.6,3606.0,I,2026-07-20 09:02:09-05:00,2026-07-21T06:15:00Z
500321,2,4057,5,230.99,1154.95,I,2026-07-20 19:56:10-05:00,2026-07-21T06:15:00Z
500321,3,4040,2,371.54,743.08,I,2026-07-20 01:15:57-05:00,2026-07-21T06:15:00Z
500322,1,4050,5,354.1,1770.5,I,2026-07-20 08:09:26-05:00,2026-07-21T06:15:00Z
500322,2,4029,2,54.95,109.9,I,2026-07-20 21:26:58-05:00,2026-07-21T06:15:00Z
500322,3,4008,5,88.86,444.3,I,2026-07-20 18:46:29-05:00,2026-07-21T06:15:00Z
500322,4,4003,2,557.28,1114.56,I,2026-07-20 05:32:31-05:00,2026-07-21T06:15:00Z
500326,1,4043,10,196.26,1962.6,I,2026-07-20 16:21:51-05:00,2026-07-21T06:15:00Z
500326,2,4030,1,38.55,38.55,I,2026-07-20 07:47:09-05:00,2026-07-21T06:15:00Z
500326,3,4009,5,378.73,1893.65,I,2026-07-20 15:24:13-05:00,2026-07-21T06:15:00Z
500326,4,4046,5,235.48,1177.4,I,2026-07-20 13:05:39-05:00,2026-07-21T06:15:00Z
500326,5,4037,2,362.73,725.46,I,2026-07-20 22:11:26-05:00,2026-07-21T06:15:00Z
500327,1,4014,1,286.38,286.38,I,2026-07-20 22:16:27-05:00,2026-07-21T06:15:00Z
500327,2,4023,5,104.84,524.2,I,2026-07-20 18:27:18-05:00,2026-07-21T06:15:00Z
500327,3,4054,10,639.83,6398.3,I,2026-07-20 22:23:00-05:00,2026-07-21T06:15:00Z
500331,1,4049,2,732.87,1465.74,I,2026-07-20 23:01:14-05:00,2026-07-21T06:15:00Z
500331,2,4007,50,11.53,576.5,I,2026-07-20 20:34:31-05:00,2026-07-21T06:15:00Z
500331,3,4060,5,143.54,717.7,I,2026-07-20 03:08:54-05:00,2026-07-21T06:15:00Z
500333,1,4010,25,236.48,5912.0,I,2026-07-20 18:13:11-05:00,2026-07-21T06:15:00Z
500333,2,4055,1,490.56,490.56,I,2026-07-20 18:55:05-05:00,2026-07-21T06:15:00Z
500333,3,4005,2,214.31,428.62,I,2026-07-20 09:45:08-05:00,2026-07-21T06:15:00Z
500333,4,4028,1,20.05,20.05,I,2026-07-20 14:15:18-05:00,2026-07-21T06:15:00Z
500337,1,4002,1,53.65,53.65,I,2026-07-20 08:11:42-05:00,2026-07-21T06:15:00Z
500337,2,4042,2,345.92,691.84,I,2026-07-20 10:20:43-05:00,2026-07-21T06:15:00Z
500337,3,4038,10,465.24,4652.4,I,2026-07-20 22:34:29-05:00,2026-07-21T06:15:00Z
500341,1,4023,5,104.84,524.2,I,2026-07-20 18:48:17-05:00,2026-07-21T06:15:00Z
500341,2,4045,1,474.25,474.25,I,2026-07-20 18:40:39-05:00,2026-07-21T06:15:00Z
500344,1,4028,2,20.05,40.1,I,2026-07-20 01:58:23-05:00,2026-07-21T06:15:00Z
500344,2,4005,5,214.31,1071.55,I,2026-07-20 17:22:44-05:00,2026-07-21T06:15:00Z
500344,3,4021,50,879.08,43954.0,I,2026-07-20 15:42:47-05:00,2026-07-21T06:15:00Z
500344,4,4003,1,557.28,557.28,I,2026-07-20 07:38:21-05:00,2026-07-21T06:15:00Z
500345,1,4056,25,351.68,8792.0,I,2026-07-20 08:13:02-05:00,2026-07-21T06:15:00Z
500345,2,4028,1,20.05,20.05,I,2026-07-20 13:45:32-05:00,2026-07-21T06:15:00Z
500345,3,4047,50,301.89,15094.5,I,2026-07-20 19:48:55-05:00,2026-07-21T06:15:00Z
500345,4,4025,5,121.46,607.3,I,2026-07-20 16:52:59-05:00,2026-07-21T06:15:00Z
500345,5,4017,1,615.12,615.12,I,2026-07-20 12:52:20-05:00,2026-07-21T06:15:00Z
500348,1,4043,5,196.26,981.3,I,2026-07-20 03:58:05-05:00,2026-07-21T06:15:00Z
500348,2,4023,10,104.84,1048.4,I,2026-07-20 18:34:17-05:00,2026-07-21T06:15:00Z
500355,1,4048,25,550.83,13770.75,I,2026-07-20 08:57:33-05:00,2026-07-21T06:15:00Z
500355,2,4037,10,362.73,3627.3,I,2026-07-20 11:19:16-05:00,2026-07-21T06:15:00Z
500360,1,4028,50,20.05,1002.5,I,2026-07-20 18:01:43-05:00,2026-07-21T06:15:00Z
500360,2,4005,1,214.31,214.31,I,2026-07-20 12:50:59-05:00,2026-07-21T06:15:00Z
500360,3,4019,5,509.4,2547.0,I,2026-07-20 23:10:21-05:00,2026-07-21T06:15:00Z
500361,1,4026,50,360.6,18030.0,I,2026-07-20 18:31:41-05:00,2026-07-21T06:15:00Z
500361,2,4046,10,235.48,2354.8,I,2026-07-20 16:31:13-05:00,2026-07-21T06:15:00Z
500365,1,4002,10,53.65,536.5,I,2026-07-20 11:56:09-05:00,2026-07-21T06:15:00Z
500365,2,4027,25,45.18,1129.5,I,2026-07-20 07:28:41-05:00,2026-07-21T06:15:00Z
500367,1,4020,2,680.13,1360.26,I,2026-07-20 15:54:09-05:00,2026-07-21T06:15:00Z
500370,1,4059,5,461.8,2309.0,I,2026-07-20 04:24:17-05:00,2026-07-21T06:15:00Z
500370,2,4035,1,189.73,189.73,I,2026-07-20 21:59:37-05:00,2026-07-21T06:15:00Z
500370,3,4028,25,20.05,501.25,I,2026-07-20 20:14:06-05:00,2026-07-21T06:15:00Z
500370,4,4040,10,371.54,3715.4,I,2026-07-20 06:33:55-05:00,2026-07-21T06:15:00Z
500370,5,4016,1,549.59,549.59,I,2026-07-20 06:37:03-05:00,2026-07-21T06:15:00Z
500370,6,4045,2,474.25,948.5,I,2026-07-20 23:12:40-05:00,2026-07-21T06:15:00Z
500372,1,4057,5,230.99,1154.95,I,2026-07-20 13:39:32-05:00,2026-07-21T06:15:00Z
500372,2,4006,25,318.05,7951.25,I,2026-07-20 20:13:36-05:00,2026-07-21T06:15:00Z
500375,1,4030,2,38.55,77.1,I,2026-07-20 08:47:30-05:00,2026-07-21T06:15:00Z
500375,2,4014,10,286.38,2863.8,I,2026-07-20 02:50:32-05:00,2026-07-21T06:15:00Z
500377,1,4026,2,360.6,721.2,I,2026-07-20 12:52:49-05:00,2026-07-21T06:15:00Z
500377,2,4006,10,318.05,3180.5,I,2026-07-20 23:58:05-05:00,2026-07-21T06:15:00Z
500380,1,4018,25,726.3,18157.5,I,2026-07-20 02:30:08-05:00,2026-07-21T06:15:00Z
500381,1,4043,2,196.26,392.52,I,2026-07-20 21:25:35-05:00,2026-07-21T06:15:00Z
500381,2,4029,5,54.95,274.75,I,2026-07-20 14:27:00-05:00,2026-07-21T06:15:00Z
500384,1,4037,25,362.73,9068.25,I,2026-07-20 19:03:38-05:00,2026-07-21T06:15:00Z
500384,2,4060,5,143.54,717.7,I,2026-07-20 08:00:28-05:00,2026-07-21T06:15:00Z
500385,1,4036,5,296.75,1483.75,I,2026-07-20 02:58:31-05:00,2026-07-21T06:15:00Z
500385,2,4056,2,351.68,703.36,I,2026-07-20 22:53:14-05:00,2026-07-21T06:15:00Z
500385,3,4047,5,301.89,1509.45,I,2026-07-20 21:01:06-05:00,2026-07-21T06:15:00Z
500385,4,4003,10,557.28,5572.8,I,2026-07-20 22:37:04-05:00,2026-07-21T06:15:00Z
500385,5,4040,50,371.54,18577.0,I,2026-07-20 09:40:56-05:00,2026-07-21T06:15:00Z
500387,1,4051,1,252.75,252.75,I,2026-07-20 12:25:37-05:00,2026-07-21T06:15:00Z
500387,2,4047,10,301.89,3018.9,I,2026-07-20 13:56:07-05:00,2026-07-21T06:15:00Z
500387,3,4006,1,318.05,318.05,I,2026-07-20 05:10:14-05:00,2026-07-21T06:15:00Z
500387,4,4014,1,286.38,286.38,I,2026-07-20 17:49:38-05:00,2026-07-21T06:15:00Z
500388,1,4041,1,369.45,369.45,I,2026-07-20 07:00:05-05:00,2026-07-21T06:15:00Z
500388,2,4038,25,465.24,11631.0,I,2026-07-20 21:54:34-05:00,2026-07-21T06:15:00Z
500388,3,4019,1,509.4,509.4,I,2026-07-20 04:16:31-05:00,2026-07-21T06:15:00Z
500388,4,4010,10,236.48,2364.8,I,2026-07-20 23:24:38-05:00,2026-07-21T06:15:00Z
500390,1,4054,25,639.83,15995.75,I,2026-07-20 09:45:48-05:00,2026-07-21T06:15:00Z
500392,1,4056,10,351.68,3516.8,I,2026-07-20 18:09:43-05:00,2026-07-21T06:15:00Z
500392,2,4030,2,38.55,77.1,I,2026-07-20 23:22:09-05:00,2026-07-21T06:15:00Z
500393,1,4021,2,879.08,1758.16,I,2026-07-20 09:22:55-05:00,2026-07-21T06:15:00Z
500393,2,4060,1,143.54,143.54,I,2026-07-20 18:11:36-05:00,2026-07-21T06:15:00Z
500396,1,4045,50,474.25,23712.5,I,2026-07-20 05:45:07-05:00,2026-07-21T06:15:00Z
500397,1,4033,2,169.48,338.96,I,2026-07-20 22:40:38-05:00,2026-07-21T06:15:00Z
500397,2,4013,2,658.18,1316.36,I,2026-07-20 04:08:19-05:00,2026-07-21T06:15:00Z
500397,3,4060,1,143.54,143.54,I,2026-07-20 16:14:46-05:00,2026-07-21T06:15:00Z
500397,4,4023,25,104.84,2621.0,I,2026-07-20 01:00:53-05:00,2026-07-21T06:15:00Z
500398,1,4028,1,20.05,20.05,I,2026-07-20 12:29:48-05:00,2026-07-21T06:15:00Z
500398,2,4023,25,104.84,2621.0,I,2026-07-20 17:09:37-05:00,2026-07-21T06:15:00Z
500401,1,4042,25,345.92,8648.0,I,2026-07-20 08:30:28-05:00,2026-07-21T06:15:00Z
500403,1,4016,1,549.59,549.59,I,2026-07-20 22:31:20-05:00,2026-07-21T06:15:00Z
500403,2,4027,5,45.18,225.9,I,2026-07-20 15:42:24-05:00,2026-07-21T06:15:00Z
500403,3,4029,10,54.95,549.5,I,2026-07-20 04:46:43-05:00,2026-07-21T06:15:00Z
500403,4,4032,2,524.69,1049.38,I,2026-07-20 12:27:54-05:00,2026-07-21T06:15:00Z
500407,1,4056,2,351.68,703.36,I,2026-07-20 07:33:08-05:00,2026-07-21T06:15:00Z
500407,2,4046,50,235.48,11774.0,I,2026-07-20 19:56:57-05:00,2026-07-21T06:15:00Z
500411,1,4004,2,581.59,1163.18,I,2026-07-20 14:09:05-05:00,2026-07-21T06:15:00Z
500411,2,4029,5,54.95,274.75,I,2026-07-20 18:11:21-05:00,2026-07-21T06:15:00Z
500413,1,4022,5,609.94,3049.7,I,2026-07-20 17:16:45-05:00,2026-07-21T06:15:00Z
500414,1,4015,2,398.82,797.64,I,2026-07-20 12:48:15-05:00,2026-07-21T06:15:00Z
500414,2,4038,10,465.24,4652.4,I,2026-07-20 14:24:01-05:00,2026-07-21T06:15:00Z
500414,3,4009,1,378.73,378.73,I,2026-07-20 04:38:19-05:00,2026-07-21T06:15:00Z
500415,1,4021,10,879.08,8790.8,I,2026-07-20 04:49:14-05:00,2026-07-21T06:15:00Z
500415,2,4031,1,257.71,257.71,I,2026-07-20 13:46:03-05:00,2026-07-21T06:15:00Z
500415,3,4048,1,550.83,550.83,I,2026-07-20 07:16:48-05:00,2026-07-21T06:15:00Z
500415,4,4014,5,286.38,1431.9,I,2026-07-20 06:15:28-05:00,2026-07-21T06:15:00Z
500418,1,4028,2,20.05,40.1,I,2026-07-20 17:50:12-05:00,2026-07-21T06:15:00Z
500419,1,4004,5,581.59,2907.95,I,2026-07-20 10:37:09-05:00,2026-07-21T06:15:00Z
500419,2,4037,2,362.73,725.46,I,2026-07-20 09:51:57-05:00,2026-07-21T06:15:00Z
500419,3,4044,25,155.58,3889.5,I,2026-07-20 02:55:10-05:00,2026-07-21T06:15:00Z
500419,4,4030,10,38.55,385.5,I,2026-07-20 14:23:21-05:00,2026-07-21T06:15:00Z
500419,5,4034,25,312.66,7816.5,I,2026-07-20 23:02:08-05:00,2026-07-21T06:15:00Z
500419,6,4027,1,45.18,45.18,I,2026-07-20 23:23:31-05:00,2026-07-21T06:15:00Z
500420,1,4013,10,658.18,6581.8,I,2026-07-20 20:05:47-05:00,2026-07-21T06:15:00Z
500420,2,4015,10,398.82,3988.2,I,2026-07-20 13:23:47-05:00,2026-07-21T06:15:00Z
500424,1,4033,2,169.48,338.96,I,2026-07-20 12:42:34-05:00,2026-07-21T06:15:00Z
500424,2,4057,5,230.99,1154.95,I,2026-07-20 18:34:00-05:00,2026-07-21T06:15:00Z
500424,3,4017,25,615.12,15378.0,I,2026-07-20 07:04:18-05:00,2026-07-21T06:15:00Z
500424,4,4049,1,732.87,732.87,I,2026-07-20 05:35:41-05:00,2026-07-21T06:15:00Z
500425,1,4038,5,465.24,2326.2,I,2026-07-20 06:58:02-05:00,2026-07-21T06:15:00Z
500425,2,4047,5,301.89,1509.45,I,2026-07-20 12:18:56-05:00,2026-07-21T06:15:00Z
500425,3,4016,10,549.59,5495.9,I,2026-07-20 03:26:40-05:00,2026-07-21T06:15:00Z
500425,4,4034,5,312.66,1563.3,I,2026-07-20 22:54:12-05:00,2026-07-21T06:15:00Z
500425,5,4031,2,257.71,515.42,I,2026-07-20 04:01:20-05:00,2026-07-21T06:15:00Z
500425,6,4007,5,11.53,57.65,I,2026-07-20 12:00:48-05:00,2026-07-21T06:15:00Z
500429,1,4049,5,732.87,3664.35,I,2026-07-20 16:58:54-05:00,2026-07-21T06:15:00Z
500431,1,4034,25,312.66,7816.5,I,2026-07-20 22:30:20-05:00,2026-07-21T06:15:00Z
500431,2,4013,2,658.18,1316.36,I,2026-07-20 22:23:06-05:00,2026-07-21T06:15:00Z
500431,3,4057,2,230.99,461.98,I,2026-07-20 23:42:46-05:00,2026-07-21T06:15:00Z
500431,4,4014,25,286.38,7159.5,I,2026-07-20 21:43:51-05:00,2026-07-21T06:15:00Z
500433,1,4042,2,345.92,691.84,I,2026-07-20 23:54:24-05:00,2026-07-21T06:15:00Z
500437,1,4060,2,143.54,287.08,I,2026-07-20 14:00:02-05:00,2026-07-21T06:15:00Z
500440,1,4015,5,398.82,1994.1,I,2026-07-20 13:23:37-05:00,2026-07-21T06:15:00Z
500440,2,4040,5,371.54,1857.7,I,2026-07-20 19:58:10-05:00,2026-07-21T06:15:00Z
500440,3,4017,5,615.12,3075.6,I,2026-07-20 15:03:07-05:00,2026-07-21T06:15:00Z
500443,1,4033,5,169.48,847.4,I,2026-07-20 08:13:27-05:00,2026-07-21T06:15:00Z
500443,2,4020,2,680.13,1360.26,I,2026-07-20 14:47:53-05:00,2026-07-21T06:15:00Z
500443,3,4016,10,549.59,5495.9,I,2026-07-20 08:05:26-05:00,2026-07-21T06:15:00Z
500443,4,4008,5,88.86,444.3,I,2026-07-20 03:52:12-05:00,2026-07-21T06:15:00Z
500443,5,4033,1,169.48,169.48,I,2026-07-20 16:47:40-05:00,2026-07-21T06:15:00Z
500443,6,4045,5,474.25,2371.25,I,2026-07-20 22:08:11-05:00,2026-07-21T06:15:00Z
500445,1,4006,1,318.05,318.05,I,2026-07-20 08:25:48-05:00,2026-07-21T06:15:00Z
500448,1,4047,2,301.89,603.78,I,2026-07-20 03:14:29-05:00,2026-07-21T06:15:00Z
500448,2,4033,50,169.48,8474.0,I,2026-07-20 17:39:47-05:00,2026-07-21T06:15:00Z
500448,3,4025,25,121.46,3036.5,I,2026-07-20 08:19:11-05:00,2026-07-21T06:15:00Z
500449,1,4001,1,124.88,124.88,I,2026-07-20 15:40:08-05:00,2026-07-21T06:15:00Z
500452,1,4007,10,11.53,115.3,I,2026-07-20 13:52:56-05:00,2026-07-21T06:15:00Z
500452,2,4017,2,615.12,1230.24,I,2026-07-20 21:33:20-05:00,2026-07-21T06:15:00Z
500452,3,4041,1,369.45,369.45,I,2026-07-20 16:26:19-05:00,2026-07-21T06:15:00Z
500454,1,4039,2,165.95,331.9,I,2026-07-20 08:15:27-05:00,2026-07-21T06:15:00Z
500454,2,4037,10,362.73,3627.3,I,2026-07-20 18:57:14-05:00,2026-07-21T06:15:00Z
500454,3,4034,1,312.66,312.66,I,2026-07-20 01:52:01-05:00,2026-07-21T06:15:00Z
500457,1,4014,10,286.38,2863.8,I,2026-07-20 20:11:22-05:00,2026-07-21T06:15:00Z
500457,2,4007,10,11.53,115.3,I,2026-07-20 02:20:22-05:00,2026-07-21T06:15:00Z
500457,3,4038,10,465.24,4652.4,I,2026-07-20 13:53:17-05:00,2026-07-21T06:15:00Z
500457,4,4002,2,53.65,107.3,I,2026-07-20 08:25:51-05:00,2026-07-21T06:15:00Z
500457,5,4012,5,295.52,1477.6,I,2026-07-20 09:20:56-05:00,2026-07-21T06:15:00Z
500458,1,4037,25,362.73,9068.25,I,2026-07-20 07:35:44-05:00,2026-07-21T06:15:00Z
500458,2,4033,5,169.48,847.4,I,2026-07-20 07:36:16-05:00,2026-07-21T06:15:00Z
500461,1,4006,10,318.05,3180.5,I,2026-07-20 15:31:47-05:00,2026-07-21T06:15:00Z
500461,2,4049,2,732.87,1465.74,I,2026-07-20 20:57:14-05:00,2026-07-21T06:15:00Z
500461,3,4026,50,360.6,18030.0,I,2026-07-20 21:50:27-05:00,2026-07-21T06:15:00Z
500461,4,4044,1,155.58,155.58,I,2026-07-20 01:15:19-05:00,2026-07-21T06:15:00Z
500461,5,4027,2,45.18,90.36,I,2026-07-20 19:05:27-05:00,2026-07-21T06:15:00Z
500461,6,4048,5,550.83,2754.15,I,2026-07-20 15:14:49-05:00,2026-07-21T06:15:00Z
500463,1,4010,5,236.48,1182.4,I,2026-07-20 17:36:33-05:00,2026-07-21T06:15:00Z
500463,2,4042,25,345.92,8648.0,I,2026-07-20 22:59:35-05:00,2026-07-21T06:15:00Z
500463,3,4042,5,345.92,1729.6,I,2026-07-20 20:52:51-05:00,2026-07-21T06:15:00Z
500463,4,4006,1,318.05,318.05,I,2026-07-20 15:01:57-05:00,2026-07-21T06:15:00Z
500465,1,4054,2,639.83,1279.66,I,2026-07-20 02:53:57-05:00,2026-07-21T06:15:00Z
500465,2,4031,50,257.71,12885.5,I,2026-07-20 03:40:17-05:00,2026-07-21T06:15:00Z
500465,3,4009,1,378.73,378.73,I,2026-07-20 10:15:08-05:00,2026-07-21T06:15:00Z
500465,4,4060,50,143.54,7177.0,I,2026-07-20 09:06:36-05:00,2026-07-21T06:15:00Z
500466,1,4043,5,196.26,981.3,I,2026-07-20 08:37:32-05:00,2026-07-21T06:15:00Z
500466,2,4042,5,345.92,1729.6,I,2026-07-20 04:02:25-05:00,2026-07-21T06:15:00Z
500469,1,4056,2,351.68,703.36,I,2026-07-20 12:25:30-05:00,2026-07-21T06:15:00Z
500471,1,4050,25,354.1,8852.5,I,2026-07-20 05:39:31-05:00,2026-07-21T06:15:00Z
500471,2,4053,25,365.63,9140.75,I,2026-07-20 03:26:32-05:00,2026-07-21T06:15:00Z
