transaction_id,branch_id,sale_datetime,received_at,sale_amount,cost_amount,item_count
T91158,BR01,2026-07-21 17:37:11,2026-07-22T06:15:00Z,38.43,31.18,4
T91159,BR01,2026-07-21 16:31:39,2026-07-22T06:15:00Z,130.83,106.56,4
T91160,BR01,2026-07-21 12:33:26,2026-07-22T06:15:00Z,109.5,91.94,1
T91161,BR01,2026-07-21 09:22:48,2026-07-22T06:15:00Z,75.82,62.07,1
T91162,BR01,2026-07-21 08:29:21,2026-07-22T06:15:00Z,36.91,29.9,3
T91163,BR01,2026-07-21 19:31:55,2026-07-22T06:15:00Z,23.14,18.78,6
T91164,BR01,2026-07-21 16:57:59,2026-07-22T06:15:00Z,121.72,100.97,3
T91165,BR01,2026-07-21 17:31:16,2026-07-22T06:15:00Z,26.62,22.3,3
T91166,BR01,2026-07-21 12:56:05,2026-07-22T06:15:00Z,65.69,54.66,2
T91167,BR01,2026-07-21 13:50:01,2026-07-22T06:15:00Z,77.46,63.54,4
T91168,BR01,2026-07-21 17:34:14,2026-07-22T06:15:00Z,61.27,49.72,6
T91169,BR01,2026-07-21 08:41:18,2026-07-22T06:15:00Z,30.2,24.19,6
T91170,BR01,2026-07-21 10:53:56,2026-07-22T06:15:00Z,42.77,35.77,3
T91171,BR01,2026-07-21 19:13:04,2026-07-22T06:15:00Z,25.99,21.4,3
T91172,BR01,2026-07-21 19:35:03,2026-07-22T06:15:00Z,155.07,126.53,1
T91173,BR01,2026-07-21 11:27:44,2026-07-22T06:15:00Z,61.61,51.85,2
T91174,BR01,2026-07-21 12:07:55,2026-07-22T06:15:00Z,38.85,31.51,3
T91175,BR01,2026-07-21 09:26:11,2026-07-22T06:15:00Z,155.24,123.99,1
T91176,BR01,2026-07-21 16:49:16,2026-07-22T06:15:00Z,50.27,42.37,1
T91177,BR01,2026-07-21 18:10:11,2026-07-22T06:15:00Z,123.0,102.14,2
T91178,BR01,2026-07-21 18:28:46,2026-07-22T06:15:00Z,70.03,58.77,4
T91179,BR01,2026-07-21 18:12:47,2026-07-22T06:15:00Z,84.55,67.94,2
T91180,BR01,2026-07-21 16:06:57,2026-07-22T06:15:00Z,162.52,136.01,2
T91181,BR01,2026-07-21 14:51:59,2026-07-22T06:15:00Z,131.69,109.33,1
T91182,BR01,2026-07-21 14:03:50,2026-07-22T06:15:00Z,71.14,59.08,1
T91183,BR01,2026-07-21 08:42:55,2026-07-22T06:15:00Z,81.99,65.71,3
T91184,BR01,2026-07-21 08:46:54,2026-07-22T06:15:00Z,11.17,9.03,1
T91185,BR01,2026-07-21 14:43:54,2026-07-22T06:15:00Z,133.11,109.51,6
T91186,BR01,2026-07-21 15:00:51,2026-07-22T06:15:00Z,67.24,56.24,2
T91187,BR01,2026-07-21 14:36:57,2026-07-22T06:15:00Z,115.16,92.45,2
T91188,BR01,2026-07-21 13:31:00,2026-07-22T06:15:00Z,77.59,64.24,1
T91189,BR01,2026-07-21 10:32:14,2026-07-22T06:15:00Z,65.18,53.98,3
T91190,BR01,2026-07-21 09:12:51,2026-07-22T06:15:00Z,49.96,41.88,1
T91191,BR01,2026-07-21 17:37:19,2026-07-22T06:15:00Z,50.98,42.63,3
T91192,BR01,2026-07-21 17:39:44,2026-07-22T06:15:00Z,159.48,132.96,3
T91193,BR01,2026-07-21 14:10:48,2026-07-22T06:15:00Z,93.31,74.57,1
T91194,BR01,2026-07-21 15:39:28,2026-07-22T06:15:00Z,29.14,23.64,3
T91195,BR01,2026-07-21 10:24:23,2026-07-22T06:15:00Z,11.25,9.06,3
T91196,BR01,2026-07-21 15:42:47,2026-07-22T06:15:00Z,39.43,32.05,4
T91197,BR01,2026-07-21 16:54:14,2026-07-22T06:15:00Z,13.83,11.56,2
T91198,BR01,2026-07-21 14:49:46,2026-07-22T06:15:00Z,137.44,114.8,1
T91199,BR01,2026-07-21 17:15:10,2026-07-22T06:15:00Z,12.68,10.57,2
T91200,BR01,2026-07-21 19:17:52,2026-07-22T06:15:00Z,150.52,123.77,2
T91201,BR01,2026-07-21 16:29:40,2026-07-22T06:15:00Z,30.39,24.6,2
T91202,BR01,2026-07-21 14:41:31,2026-07-22T06:15:00Z,187.37,154.75,4
T91203,BR01,2026-07-21 18:57:38,2026-07-22T06:15:00Z,55.25,45.72,4
T91204,BR01,2026-07-21 18:39:09,2026-07-22T06:15:00Z,127.41,101.95,1
T91205,BR01,2026-07-21 09:36:04,2026-07-22T06:15:00Z,40.55,33.23,3
T91206,BR01,2026-07-21 15:57:30,2026-07-22T06:15:00Z,27.83,22.28,1
T91207,BR01,2026-07-21 08:41:10,2026-07-22T06:15:00Z,224.47,183.31,1
T91208,BR01,2026-07-21 18:29:30,2026-07-22T06:15:00Z,38.08,30.33,4
T91209,BR01,2026-07-21 14:19:30,2026-07-22T06:15:00Z,58.52,49.36,4
T91210,BR01,2026-07-21 10:29:26,2026-07-22T06:15:00Z,143.15,120.1,4
T91211,BR01,2026-07-21 12:20:55,2026-07-22T06:15:00Z,66.66,54.23,6
T91212,BR01,2026-07-21 14:54:12,2026-07-22T06:15:00Z,45.07,37.29,4
T91213,BR01,2026-07-21 12:39:22,2026-07-22T06:15:00Z,73.6,60.09,3
T91214,BR01,2026-07-21 16:32:50,2026-07-22T06:15:00Z,20.71,16.5,4
T91215,BR01,2026-07-21 12:09:57,2026-07-22T06:15:00Z,38.79,31.22,6
T91216,BR01,2026-07-21 12:44:57,2026-07-22T06:15:00Z,30.88,25.67,6
T91217,BR01,2026-07-21 15:15:13,2026-07-22T06:15:00Z,19.54,15.57,3
T91218,BR01,2026-07-21 08:17:37,2026-07-22T06:15:00Z,24.44,19.91,2
T91219,BR01,2026-07-21 08:18:37,2026-07-22T06:15:00Z,53.31,44.45,3
T91220,BR01,2026-07-21 10:50:03,2026-07-22T06:15:00Z,14.94,12.03,3
T91221,BR01,2026-07-21 18:06:07,2026-07-22T06:15:00Z,58.02,46.71,2
T91222,BR01,2026-07-21 12:26:50,2026-07-22T06:15:00Z,139.7,113.55,3
T91223,BR01,2026-07-21 16:55:22,2026-07-22T06:15:00Z,246.17,201.36,6
T91224,BR01,2026-07-21 08:05:10,2026-07-22T06:15:00Z,13.66,11.29,2
T91225,BR01,2026-07-21 11:25:56,2026-07-22T06:15:00Z,118.57,96.99,1
T91226,BR01,2026-07-21 09:53:29,2026-07-22T06:15:00Z,9.56,7.79,4
T91227,BR01,2026-07-21 08:37:58,2026-07-22T06:15:00Z,37.83,30.95,3
T91228,BR01,2026-07-21 14:12:22,2026-07-22T06:15:00Z,31.62,26.06,1
T91229,BR01,2026-07-21 16:08:01,2026-07-22T06:15:00Z,133.35,109.6,2
T91230,BR01,2026-07-21 15:29:19,2026-07-22T06:15:00Z,14.28,11.56,1
T91231,BR01,2026-07-21 18:04:20,2026-07-22T06:15:00Z,131.89,110.99,3
T91232,BR01,2026-07-21 11:21:43,2026-07-22T06:15:00Z,84.86,69.87,2
T91233,BR01,2026-07-21 10:22:06,2026-07-22T06:15:00Z,290.27,234.73,1
T91234,BR02,2026-07-21 17:26:25,2026-07-22T06:15:00Z,28.43,17.28,1
T91235,BR02,2026-07-21 15:18:05,2026-07-22T06:15:00Z,35.37,20.93,4
T91236,BR02,2026-07-21 12:20:23,2026-07-22T06:15:00Z,54.42,32.33,1
T91237,BR02,2026-07-21 13:05:24,2026-07-22T06:15:00Z,38.37,22.88,2
T91238,BR02,2026-07-21 18:22:32,2026-07-22T06:15:00Z,116.02,72.69,1
T91239,BR02,2026-07-21 16:20:15,2026-07-22T06:15:00Z,30.69,18.8,1
T91240,BR02,2026-07-21 08:46:58,2026-07-22T06:15:00Z,54.14,33.25,3
T91241,BR02,2026-07-21 09:49:44,2026-07-22T06:15:00Z,30.91,18.8,1
T91242,BR02,2026-07-21 14:47:03,2026-07-22T06:15:00Z,85.66,53.48,2
T91243,BR02,2026-07-21 18:26:18,2026-07-22T06:15:00Z,62.8,37.89,2
T91244,BR02,2026-07-21 10:18:41,2026-07-22T06:15:00Z,109.14,68.55,2
T91245,BR02,2026-07-21 12:24:41,2026-07-22T06:15:00Z,24.62,14.88,2
T91246,BR02,2026-07-21 15:38:19,2026-07-22T06:15:00Z,10.12,6.15,3
T91247,BR02,2026-07-21 08:03:59,2026-07-22T06:15:00Z,108.41,67.11,4
T91248,BR02,2026-07-21 15:36:45,2026-07-22T06:15:00Z,266.56,159.18,1
T91249,BR02,2026-07-21 10:08:17,2026-07-22T06:15:00Z,93.64,58.6,3
T91250,BR02,2026-07-21 13:42:22,2026-07-22T06:15:00Z,73.14,45.55,3
T91251,BR02,2026-07-21 11:51:55,2026-07-22T06:15:00Z,75.33,45.23,4
T91252,BR02,2026-07-21 18:49:28,2026-07-22T06:15:00Z,69.79,41.34,1
T91253,BR02,2026-07-21 09:47:24,2026-07-22T06:15:00Z,36.82,22.8,4
T91254,BR02,2026-07-21 13:56:37,2026-07-22T06:15:00Z,54.27,32.91,4
T91255,BR02,2026-07-21 09:20:27,2026-07-22T06:15:00Z,24.46,14.61,2
T91256,BR02,2026-07-21 19:45:40,2026-07-22T06:15:00Z,30.13,17.98,2
T91257,BR02,2026-07-21 14:26:57,2026-07-22T06:15:00Z,100.77,61.58,2
T91258,BR02,2026-07-21 12:28:23,2026-07-22T06:15:00Z,36.62,22.18,2
T91259,BR02,2026-07-21 13:54:56,2026-07-22T06:15:00Z,36.84,23.0,4
T91260,BR02,2026-07-21 17:41:06,2026-07-22T06:15:00Z,49.41,29.66,6
T91261,BR02,2026-07-21 12:57:45,2026-07-22T06:15:00Z,113.34,67.4,1
T91262,BR02,2026-07-21 10:14:54,2026-07-22T06:15:00Z,43.36,25.98,1
T91263,BR02,2026-07-21 18:37:16,2026-07-22T06:15:00Z,51.13,30.41,4
T91264,BR02,2026-07-21 19:43:46,2026-07-22T06:15:00Z,345.09,213.61,2
T91265,BR02,2026-07-21 13:21:19,2026-07-22T06:15:00Z,88.73,54.31,2
T91266,BR02,2026-07-21 18:45:12,2026-07-22T06:15:00Z,46.65,29.25,2
T91267,BR02,2026-07-21 11:37:40,2026-07-22T06:15:00Z,37.31,22.11,6
T91268,BR02,2026-07-21 10:38:02,2026-07-22T06:15:00Z,30.97,19.26,6
T91269,BR02,2026-07-21 08:57:04,2026-07-22T06:15:00Z,26.92,16.13,1
T91270,BR02,2026-07-21 16:43:41,2026-07-22T06:15:00Z,11.58,6.88,1
T91271,BR02,2026-07-21 17:10:21,2026-07-22T06:15:00Z,181.09,113.36,2
T91272,BR02,2026-07-21 09:11:51,2026-07-22T06:15:00Z,28.17,17.62,4
T91273,BR02,2026-07-21 16:05:54,2026-07-22T06:15:00Z,37.14,22.59,1
T91274,BR02,2026-07-21 18:09:31,2026-07-22T06:15:00Z,142.93,88.41,1
T91275,BR02,2026-07-21 18:14:36,2026-07-22T06:15:00Z,64.45,38.45,1
T91276,BR02,2026-07-21 14:59:02,2026-07-22T06:15:00Z,249.81,153.33,2
T91277,BR02,2026-07-21 12:42:59,2026-07-22T06:15:00Z,25.65,15.59,1
T91278,BR02,2026-07-21 10:58:03,2026-07-22T06:15:00Z,25.95,15.79,1
T91279,BR02,2026-07-21 16:46:59,2026-07-22T06:15:00Z,22.71,13.57,4
T91280,BR02,2026-07-21 16:29:40,2026-07-22T06:15:00Z,37.05,22.7,3
T91281,BR02,2026-07-21 18:08:01,2026-07-22T06:15:00Z,28.91,17.31,1
T91282,BR02,2026-07-21 14:35:36,2026-07-22T06:15:00Z,22.08,13.07,3
T91283,BR02,2026-07-21 11:38:22,2026-07-22T06:15:00Z,115.4,72.35,3
T91284,BR02,2026-07-21 08:50:01,2026-07-22T06:15:00Z,73.49,45.42,6
T91285,BR02,2026-07-21 12:03:11,2026-07-22T06:15:00Z,86.81,52.67,1
T91286,BR02,2026-07-21 15:14:53,2026-07-22T06:15:00Z,84.91,51.37,1
T91287,BR02,2026-07-21 14:10:05,2026-07-22T06:15:00Z,61.91,37.69,2
T91288,BR02,2026-07-21 09:44:48,2026-07-22T06:15:00Z,212.38,131.84,4
T91289,BR02,2026-07-21 10:10:56,2026-07-22T06:15:00Z,44.48,27.55,6
T91290,BR02,2026-07-21 10:47:27,2026-07-22T06:15:00Z,154.87,94.08,1
T91291,BR02,2026-07-21 18:16:03,2026-07-22T06:15:00Z,49.93,29.57,2
T91292,BR02,2026-07-21 16:39:41,2026-07-22T06:15:00Z,19.19,11.52,3
T91293,BR02,2026-07-21 11:57:50,2026-07-22T06:15:00Z,62.27,38.32,4
T91294,BR02,2026-07-21 17:14:59,2026-07-22T06:15:00Z,24.0,14.74,2
T91295,BR02,2026-07-21 18:25:33,2026-07-22T06:15:00Z,35.17,21.19,1
T91296,BR02,2026-07-21 12:44:47,2026-07-22T06:15:00Z,13.69,8.42,6
T91297,BR02,2026-07-21 10:03:54,2026-07-22T06:15:00Z,248.02,150.87,2
T91298,BR02,2026-07-21 15:11:06,2026-07-22T06:15:00Z,17.56,10.52,3
T91299,BR02,2026-07-21 10:26:02,2026-07-22T06:15:00Z,79.32,47.66,3
T91300,BR02,2026-07-21 16:51:42,2026-07-22T06:15:00Z,93.21,56.65,1
T91301,BR02,2026-07-21 18:59:53,2026-07-22T06:15:00Z,85.92,53.94,4
T91302,BR02,2026-07-21 08:53:45,2026-07-22T06:15:00Z,563.18,341.7,1
T91303,BR02,2026-07-21 17:48:07,2026-07-22T06:15:00Z,17.87,10.79,1
T91304,BR02,2026-07-21 19:05:31,2026-07-22T06:15:00Z,88.82,53.36,4
T91305,BR02,2026-07-21 10:34:27,2026-07-22T06:15:00Z,10.33,6.39,1
T91306,BR02,2026-07-21 09:55:46,2026-07-22T06:15:00Z,123.01,76.02,3
T91307,BR02,2026-07-21 08:38:53,2026-07-22T06:15:00Z,237.03,146.98,1
T91308,BR02,2026-07-21 17:59:08,2026-07-22T06:15:00Z,231.68,139.31,1
T91309,BR02,2026-07-21 11:48:02,2026-07-22T06:15:00Z,4.46,2.79,3
T91310,BR02,2026-07-21 18:59:40,2026-07-22T06:15:00Z,86.7,52.58,2
T91311,BR02,2026-07-21 14:20:47,2026-07-22T06:15:00Z,37.25,22.48,3
T91312,BR02,2026-07-21 14:52:08,2026-07-22T06:15:00Z,366.44,223.23,2
T91313,BR02,2026-07-21 15:14:24,2026-07-22T06:15:00Z,48.29,29.5,2
T91314,BR02,2026-07-21 14:06:32,2026-07-22T06:15:00Z,369.33,226.54,1
T91315,BR02,2026-07-21 09:43:08,2026-07-22T06:15:00Z,101.35,62.9,3
T91316,BR02,2026-07-21 17:33:21,2026-07-22T06:15:00Z,80.29,47.62,4
T91317,BR02,2026-07-21 09:13:32,2026-07-22T06:15:00Z,108.84,66.14,2
T91318,BR02,2026-07-21 08:25:44,2026-07-22T06:15:00Z,43.54,26.52,1
T91319,BR02,2026-07-21 17:44:29,2026-07-22T06:15:00Z,59.88,37.54,1
T91320,BR02,2026-07-21 17:14:40,2026-07-22T06:15:00Z,53.09,32.82,4
T91321,BR02,2026-07-21 14:09:07,2026-07-22T06:15:00Z,192.88,118.93,2
T91322,BR02,2026-07-21 09:51:21,2026-07-22T06:15:00Z,87.05,52.03,2
T91323,BR02,2026-07-21 10:50:32,2026-07-22T06:15:00Z,21.78,13.24,6
T91324,BR02,2026-07-21 08:28:50,2026-07-22T06:15:00Z,103.25,64.2,3
T91325,BR02,2026-07-21 08:53:47,2026-07-22T06:15:00Z,37.43,22.66,2
T91326,BR02,2026-07-21 19:55:03,2026-07-22T06:15:00Z,82.75,50.1,1
T91327,BR02,2026-07-21 17:07:44,2026-07-22T06:15:00Z,30.7,18.47,2
T91328,BR02,2026-07-21 14:13:31,2026-07-22T06:15:00Z,54.91,33.03,2
T91329,BR02,2026-07-21 16:42:35,2026-07-22T06:15:00Z,32.8,20.42,2
T91330,BR02,2026-07-21 10:32:40,2026-07-22T06:15:00Z,19.13,11.7,3
T91331,BR02,2026-07-21 19:00:32,2026-07-22T06:15:00Z,41.28,25.74,1
T91332,BR02,2026-07-21 11:40:14,2026-07-22T06:15:00Z,28.1,17.44,1
T91333,BR03,2026-07-21 11:56:19,2026-07-22T06:15:00Z,24.79,14.83,2
T91334,BR03,2026-07-21 16:50:43,2026-07-22T06:15:00Z,107.91,61.96,3
T91335,BR03,2026-07-21 11:08:29,2026-07-22T06:15:00Z,23.41,14.07,3
T91336,BR03,2026-07-21 09:52:10,2026-07-22T06:15:00Z,20.43,12.01,2
T91337,BR03,2026-07-21 17:07:05,2026-07-22T06:15:00Z,6.55,3.97,6
T91338,BR03,2026-07-21 14:32:22,2026-07-22T06:15:00Z,55.99,33.92,2
T91339,BR03,2026-07-21 08:20:00,2026-07-22T06:15:00Z,35.55,20.35,4
T91340,BR03,2026-07-21 16:27:55,2026-07-22T06:15:00Z,25.81,15.6,2
T91341,BR03,2026-07-21 17:17:54,2026-07-22T06:15:00Z,19.46,11.49,4
T91342,BR03,2026-07-21 16:29:56,2026-07-22T06:15:00Z,25.19,14.86,4
T91343,BR03,2026-07-21 15:13:41,2026-07-22T06:15:00Z,110.74,65.13,3
T91344,BR03,2026-07-21 17:44:45,2026-07-22T06:15:00Z,178.05,106.59,1
T91345,BR03,2026-07-21 10:37:28,2026-07-22T06:15:00Z,97.26,57.94,3
T91346,BR03,2026-07-21 17:26:28,2026-07-22T06:15:00Z,23.94,13.76,4
T91347,BR03,2026-07-21 16:30:02,2026-07-22T06:15:00Z,245.84,141.76,1
T91348,BR03,2026-07-21 08:29:50,2026-07-22T06:15:00Z,128.31,76.71,2
T91349,BR03,2026-07-21 11:35:13,2026-07-22T06:15:00Z,76.13,44.54,4
T91350,BR03,2026-07-21 10:08:16,2026-07-22T06:15:00Z,16.58,9.92,2
T91351,BR03,2026-07-21 10:10:02,2026-07-22T06:15:00Z,100.26,60.61,2
T91352,BR03,2026-07-21 14:14:02,2026-07-22T06:15:00Z,284.6,170.94,3
T91353,BR03,2026-07-21 16:15:02,2026-07-22T06:15:00Z,47.56,27.49,2
T91354,BR03,2026-07-21 08:47:16,2026-07-22T06:15:00Z,103.59,62.03,1
T91355,BR03,2026-07-21 10:07:31,2026-07-22T06:15:00Z,66.42,39.13,1
T91356,BR03,2026-07-21 17:36:21,2026-07-22T06:15:00Z,151.29,89.86,1
T91357,BR03,2026-07-21 17:41:56,2026-07-22T06:15:00Z,123.37,71.16,2
T91358,BR03,2026-07-21 15:29:46,2026-07-22T06:15:00Z,46.65,26.96,3
T91359,BR03,2026-07-21 16:33:28,2026-07-22T06:15:00Z,17.35,10.05,2
T91360,BR03,2026-07-21 15:40:06,2026-07-22T06:15:00Z,14.24,8.3,3
T91361,BR03,2026-07-21 11:05:23,2026-07-22T06:15:00Z,31.02,18.43,1
T91362,BR03,2026-07-21 08:11:06,2026-07-22T06:15:00Z,35.19,20.73,6
T91363,BR03,2026-07-21 12:31:48,2026-07-22T06:15:00Z,71.23,42.28,1
T91364,BR03,2026-07-21 13:54:05,2026-07-22T06:15:00Z,137.6,82.58,1
T91365,BR03,2026-07-21 19:48:01,2026-07-22T06:15:00Z,62.15,36.92,2
T91366,BR03,2026-07-21 16:56:11,2026-07-22T06:15:00Z,21.49,12.63,1
T91367,BR03,2026-07-21 11:13:59,2026-07-22T06:15:00Z,32.79,19.14,1
T91368,BR03,2026-07-21 09:59:55,2026-07-22T06:15:00Z,54.83,33.17,4
T91369,BR03,2026-07-21 11:55:40,2026-07-22T06:15:00Z,40.9,23.42,3
T91370,BR03,2026-07-21 18:34:05,2026-07-22T06:15:00Z,112.09,65.72,3
T91371,BR03,2026-07-21 10:21:10,2026-07-22T06:15:00Z,50.59,30.08,1
T91372,BR03,2026-07-21 17:46:32,2026-07-22T06:15:00Z,88.59,51.69,2
T91373,BR03,2026-07-21 12:44:22,2026-07-22T06:15:00Z,157.19,93.05,2
T91374,BR03,2026-07-21 16:23:59,2026-07-22T06:15:00Z,78.43,47.63,2
T91375,BR03,2026-07-21 11:45:20,2026-07-22T06:15:00Z,17.02,9.77,3
T91376,BR03,2026-07-21 10:52:16,2026-07-22T06:15:00Z,49.26,28.82,1
T91377,BR03,2026-07-21 18:57:44,2026-07-22T06:15:00Z,45.94,27.45,3
T91378,BR03,2026-07-21 13:31:11,2026-07-22T06:15:00Z,127.19,73.79,2
T91379,BR03,2026-07-21 18:48:11,2026-07-22T06:15:00Z,25.5,15.14,3
T91380,BR03,2026-07-21 15:33:44,2026-07-22T06:15:00Z,62.95,36.56,4
T91381,BR03,2026-07-21 08:14:59,2026-07-22T06:15:00Z,30.1,17.76,1
T91382,BR03,2026-07-21 18:29:24,2026-07-22T06:15:00Z,102.3,61.61,4
T91383,BR03,2026-07-21 19:37:36,2026-07-22T06:15:00Z,451.75,260.39,2
T91384,BR03,2026-07-21 16:49:13,2026-07-22T06:15:00Z,40.54,23.62,2
T91385,BR03,2026-07-21 15:14:38,2026-07-22T06:15:00Z,248.3,148.91,3
T91386,BR03,2026-07-21 19:23:53,2026-07-22T06:15:00Z,280.47,167.76,3
T91387,BR03,2026-07-21 09:03:55,2026-07-22T06:15:00Z,66.17,39.87,3
T91388,BR03,2026-07-21 08:55:11,2026-07-22T06:15:00Z,85.32,50.15,2
T91389,BR03,2026-07-21 10:56:50,2026-07-22T06:15:00Z,23.15,13.72,2
T91390,BR03,2026-07-21 16:50:26,2026-07-22T06:15:00Z,46.5,27.4,4
T91391,BR03,2026-07-21 16:47:13,2026-07-22T06:15:00Z,59.65,34.21,2
T91392,BR03,2026-07-21 15:18:02,2026-07-22T06:15:00Z,107.32,63.32,4
T91393,BR03,2026-07-21 10:36:48,2026-07-22T06:15:00Z,54.73,32.21,1
T91394,BR03,2026-07-21 12:30:51,2026-07-22T06:15:00Z,61.58,36.64,1
T91395,BR03,2026-07-21 19:10:59,2026-07-22T06:15:00Z,49.74,28.78,1
T91396,BR03,2026-07-21 10:22:13,2026-07-22T06:15:00Z,106.98,62.92,4
T91397,BR03,2026-07-21 13:33:13,2026-07-22T06:15:00Z,211.34,124.28,3
T91398,BR03,2026-07-21 09:47:05,2026-07-22T06:15:00Z,46.58,27.76,3
T91399,BR03,2026-07-21 09:42:48,2026-07-22T06:15:00Z,28.79,17.04,1
T91400,BR03,2026-07-21 14:48:18,2026-07-22T06:15:00Z,61.61,37.08,1
T91401,BR03,2026-07-21 09:12:10,2026-07-22T06:15:00Z,81.24,48.13,1
T91402,BR03,2026-07-21 16:28:11,2026-07-22T06:15:00Z,177.41,104.57,2
T91403,BR03,2026-07-21 19:40:27,2026-07-22T06:15:00Z,48.03,28.19,3
T91404,BR03,2026-07-21 10:53:37,2026-07-22T06:15:00Z,107.77,62.48,2
T91405,BR03,2026-07-21 13:03:28,2026-07-22T06:15:00Z,127.01,76.16,1
T91406,BR03,2026-07-21 12:06:11,2026-07-22T06:15:00Z,65.38,39.64,4
T91407,BR03,2026-07-21 11:37:14,2026-07-22T06:15:00Z,129.05,77.32,3
T91408,BR03,2026-07-21 19:49:08,2026-07-22T06:15:00Z,26.8,15.98,2
T91409,BR03,2026-07-21 13:48:58,2026-07-22T06:15:00Z,155.0,89.22,2
T91410,BR03,2026-07-21 16:50:13,2026-07-22T06:15:00Z,52.23,31.57,4
T91411,BR03,2026-07-21 16:46:19,2026-07-22T06:15:00Z,71.84,43.45,3
T91412,BR03,2026-07-21 18:08:28,2026-07-22T06:15:00Z,94.9,55.14,2
T91413,BR03,2026-07-21 15:39:47,2026-07-22T06:15:00Z,27.7,16.11,6
T91414,BR04,2026-07-21 16:30:23,2026-07-22T06:15:00Z,292.55,159.19,2
T91415,BR04,2026-07-21 08:53:54,2026-07-22T06:15:00Z,62.72,34.76,3
T91416,BR04,2026-07-21 16:24:25,2026-07-22T06:15:00Z,152.56,87.2,1
T91417,BR04,2026-07-21 15:02:57,2026-07-22T06:15:00Z,22.76,12.37,1
T91418,BR04,2026-07-21 17:14:47,2026-07-22T06:15:00Z,37.82,20.55,1
T91419,BR04,2026-07-21 11:31:47,2026-07-22T06:15:00Z,68.71,39.39,2
T91420,BR04,2026-07-21 12:56:40,2026-07-22T06:15:00Z,35.37,19.4,3
T91421,BR04,2026-07-21 10:42:12,2026-07-22T06:15:00Z,33.54,18.47,1
T91422,BR04,2026-07-21 19:45:39,2026-07-22T06:15:00Z,60.68,33.36,2
T91423,BR04,2026-07-21 13:32:18,2026-07-22T06:15:00Z,121.82,69.69,1
T91424,BR04,2026-07-21 13:55:38,2026-07-22T06:15:00Z,44.4,24.92,4
T91425,BR04,2026-07-21 14:15:00,2026-07-22T06:15:00Z,156.22,89.44,1
T91426,BR04,2026-07-21 18:37:21,2026-07-22T06:15:00Z,61.87,35.0,3
T91427,BR04,2026-07-21 14:46:54,2026-07-22T06:15:00Z,55.16,30.01,4
T91428,BR04,2026-07-21 17:28:47,2026-07-22T06:15:00Z,258.75,143.25,1
T91429,BR04,2026-07-21 18:29:33,2026-07-22T06:15:00Z,38.48,21.91,3
T91430,BR04,2026-07-21 08:18:40,2026-07-22T06:15:00Z,44.89,25.48,2
T91431,BR04,2026-07-21 15:21:01,2026-07-22T06:15:00Z,233.42,130.97,6
T91432,BR04,2026-07-21 16:41:20,2026-07-22T06:15:00Z,44.1,24.65,1
T91433,BR04,2026-07-21 12:16:21,2026-07-22T06:15:00Z,58.66,32.53,3
T91434,BR04,2026-07-21 08:01:51,2026-07-22T06:15:00Z,56.45,32.3,2
T91435,BR04,2026-07-21 14:48:46,2026-07-22T06:15:00Z,93.27,50.85,1
T91436,BR04,2026-07-21 12:59:51,2026-07-22T06:15:00Z,182.82,102.04,2
T91437,BR04,2026-07-21 18:02:35,2026-07-22T06:15:00Z,17.2,9.86,2
T91438,BR04,2026-07-21 17:22:16,2026-07-22T06:15:00Z,59.05,33.2,1
T91439,BR04,2026-07-21 10:37:12,2026-07-22T06:15:00Z,54.87,31.11,1
T91440,BR04,2026-07-21 16:54:50,2026-07-22T06:15:00Z,67.36,37.36,2
T91441,BR04,2026-07-21 08:16:32,2026-07-22T06:15:00Z,71.89,40.0,1
T91442,BR04,2026-07-21 11:10:27,2026-07-22T06:15:00Z,22.76,12.76,1
T91443,BR04,2026-07-21 09:37:33,2026-07-22T06:15:00Z,49.05,28.16,6
T91444,BR04,2026-07-21 08:04:43,2026-07-22T06:15:00Z,59.95,34.11,3
T91445,BR04,2026-07-21 11:52:04,2026-07-22T06:15:00Z,141.98,81.4,2
T91446,BR04,2026-07-21 09:18:36,2026-07-22T06:15:00Z,53.64,30.17,2
T91447,BR04,2026-07-21 17:35:39,2026-07-22T06:15:00Z,70.42,39.33,1
T91448,BR04,2026-07-21 19:32:36,2026-07-22T06:15:00Z,31.75,17.48,6
T91449,BR04,2026-07-21 12:58:10,2026-07-22T06:15:00Z,102.05,58.38,2
T91450,BR04,2026-07-21 18:44:28,2026-07-22T06:15:00Z,31.83,17.58,2
T91451,BR04,2026-07-21 14:08:37,2026-07-22T06:15:00Z,29.69,16.63,6
T91452,BR04,2026-07-21 11:28:03,2026-07-22T06:15:00Z,111.43,62.97,1
T91453,BR04,2026-07-21 10:26:24,2026-07-22T06:15:00Z,107.02,60.77,6
T91454,BR04,2026-07-21 09:23:41,2026-07-22T06:15:00Z,56.67,31.35,4
T91455,BR04,2026-07-21 17:40:44,2026-07-22T06:15:00Z,30.32,16.98,2
T91456,BR04,2026-07-21 13:25:25,2026-07-22T06:15:00Z,87.46,49.55,4
T91457,BR04,2026-07-21 13:34:00,2026-07-22T06:15:00Z,90.45,52.13,3
T91458,BR04,2026-07-21 18:13:48,2026-07-22T06:15:00Z,59.94,34.13,3
T91459,BR04,2026-07-21 16:47:11,2026-07-22T06:15:00Z,145.25,82.66,2
T91460,BR04,2026-07-21 16:21:53,2026-07-22T06:15:00Z,19.19,10.91,4
